,content_id,content_type,title,headline,description,publish_date,slug,description,state,duration,video_series,author_1,author_2,tag_1,tag_2,tag_3,thumbnail_1_URL,thumbnail_1_size,thumbnail_1_width,thumbnail_1_height,thumbnail_2_URL,thumbnail_2_size,thumbnail_2_width,thumbnail_2_height,thumbnail_3_URL,thumbnail_3_size,thumbnail_3_width,thumbnail_3_height
89,5c4f5d16e4b0775fa30cf52f,article,,We're Streaming Two Hours of Kingdom Hearts 3 on IGN Plays Live,Kingdom Hearts 3 is finally here! Come watch as we stream two hours of it on IGN Plays Live.,2019-01-29T17:50:26+0000,were-streaming-two-hours-of-kingdom-hearts-3-on-ign-plays-live,Kingdom Hearts 3 is finally here! Come watch as we stream two hours of it on IGN Plays Live.,published,,,Mitchell Saltzman,,action,game,kingdom-hearts,https://assets1.ignimgs.com/2019/01/28/ignplayslive-kh3-blogroll-1548705012428_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/28/ignplayslive-kh3-blogroll-1548705012428_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/28/ignplayslive-kh3-blogroll-1548705012428_large.jpg,large,626.0,352.0
90,5c508255e4b0b6ea190cbbdd,article,,"GameStop Halts Pursuit of Buyer, Stock Plummets over 25 Percent",GameStop's board announced Tuesday they will no longer be pursuing an acquisition of the company.,2019-01-29T17:09:00+0000,gamestop-wont-pursue-a-buyout-after-all,GameStop's board announced Tuesday they will no longer be pursuing an acquisition of the company.,published,,,Jessie Wade,,news,action,adventure,https://assets1.ignimgs.com/2017/06/12/xboxonex-ign-1497311675986_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2017/06/12/xboxonex-ign-1497311675986_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2017/06/12/xboxonex-ign-1497311675986_large.jpg,large,626.0,352.0
91,5c5061aae4b0c3a735a33ad8,article,,"Dumbo: 6 Changes From the Original, According to the Remake's Stars","We spoke to Colin Farrell, Danny DeVito and Joseph Gatt about how they're updating the 1941 classic.",2019-01-29T17:00:17+0000,dumbo-6-changes-from-the-original-according-to-the-remakes-stars,"We spoke to Colin Farrell, Danny DeVito and Joseph Gatt about how they're updating the 1941 classic.",published,,,Joe Skrebels,,feature,dumbo-live-action,family,https://assets1.ignimgs.com/2019/01/29/dumbodifferences-blogroll-1548765156310_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/29/dumbodifferences-blogroll-1548765156310_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/29/dumbodifferences-blogroll-1548765156310_large.jpg,large,626.0,352.0
92,5c5084e4e4b0775fa30cf5cc,article,,February 2019's Xbox Games With Gold Announced,"Microsoft has revealed February 2019’s Games with Gold lineup, featuring a mix of new games and some memorable throwbacks.",2019-01-29T16:54:43+0000,february-2019s-xbox-games-with-gold-announced,"Microsoft has revealed February 2019’s Games with Gold lineup, featuring a mix of new games and some memorable throwbacks.",published,,,Colin Stevens,,news,february,games-with-gold,https://assets1.ignimgs.com/2018/05/30/curseofthemoon-blogroll-1527707989448_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2018/05/30/curseofthemoon-blogroll-1527707989448_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2018/05/30/curseofthemoon-blogroll-1527707989448_large.jpg,large,626.0,352.0
93,5c4f9066e4b0b6ea190cbb95,article,,"Quantic Dream Teams Up With NetEase Games, Goes Multi-platform","Chinese giant NetEase has acquired a minority stake in Quantic Dream, the developer behind Detroit: Become Human and Heavy Rain.",2019-01-29T14:00:10+0000,quantic-dream-teams-up-with-netease-games,"Chinese giant NetEase has acquired a minority stake in Quantic Dream, the developer behind Detroit: Become Human and Heavy Rain.",published,,,Colin Stevens,,news,adventure,beyond-two-souls,https://assets1.ignimgs.com/2018/05/25/detroidandroids-blogroll-1527284520628_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2018/05/25/detroidandroids-blogroll-1527284520628_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2018/05/25/detroidandroids-blogroll-1527284520628_large.jpg,large,626.0,352.0
94,5c504f38e4b0775fa30cf5b9,article,,Resident Evil 2 Ships 3 Million Copies in a Week ,Hopefully this means we’ll get that other incredible Leon Kennedy game…,2019-01-29T13:56:50+0000,resident-evil-2-ships-3-million-copies-in-a-week,Hopefully this means we’ll get that other incredible Leon Kennedy game…,published,,,John Wilds,,news,action,capcom,https://assets1.ignimgs.com/2019/01/11/beyond-re2remake-blogroll-1547227338753_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/11/beyond-re2remake-blogroll-1547227338753_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/11/beyond-re2remake-blogroll-1547227338753_large.jpg,large,626.0,352.0
95,5c501a4ce4b0c3a735a33ac6,article,,"UK Daily Deals: 3 Month Audible for £3.99 per Month, Apple iPad 9.7-Inch 32GB under £260","Get the best broadband deals in January, Norton Security Deluxe with VPN for £29.99, Nintendo 2DS XL with three games under £130.",2019-01-29T11:39:31+0000,uk-daily-deals-3-month-audible-for-399-per-month-apple-ipad-97-inch-32gb-under-260-ultimate-ears-megaboom-speaker-for-99,"Get the best broadband deals in January, Norton Security Deluxe with VPN for £29.99, Nintendo 2DS XL with three games under £130.",published,,,Dominyka Bucelyte,,news,daily-deals,ign-daily-deals,https://assets1.ignimgs.com/2019/01/29/audible-blogroll-1548761460294_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/29/audible-blogroll-1548761460294_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/29/audible-blogroll-1548761460294_large.jpg,large,626.0,352.0
96,5c2cc68ae4b0c3a735a32a60,article,,Forget What You Know About Wireless Gaming,"Logitech's latest wireless solutions combat the fundamental issues of latency, stability, and connectivity, delivering wired-level performance. Find out the details on Logitech gaming mice and keyboards.",2019-01-29T09:40:21+0000,forget-what-you-know-about-wireless-gaming-2,"Logitech's latest wireless solutions combat the fundamental issues of latency, stability, and connectivity, delivering wired-level performance. Find out the details on Logitech gaming mice and keyboards.",published,,,IGN Staff,,blogroll-promoted-ad,gaming-keyboard,gaming-keyboards,https://assets1.ignimgs.com/2019/01/02/g603-1546438191476_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/02/g603-1546438191476_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/02/g603-1546438191476_large.jpg,large,626.0,352.0
98,5c500393e4b0775fa30cf5b0,article,,15 Essential Kingdom Hearts 3 Tips - Beginning Choices and More,Here are some basic tips and strategies to help you get started in Kingdom Hearts 3. ,2019-01-29T07:41:07+0000,15-essential-kingdom-hearts-3-tips-beginning-choices-and-more,Here are some basic tips and strategies to help you get started in Kingdom Hearts 3. ,published,,,Casey DeFreitas,,action,game,kingdom-hearts,https://assets1.ignimgs.com/2019/01/29/kh3essentialtipsblogroll-1548373735165-1548747560946_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/29/kh3essentialtipsblogroll-1548373735165-1548747560946_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/29/kh3essentialtipsblogroll-1548373735165-1548747560946_large.jpg,large,626.0,352.0
100,5c4fe497e4b0c3a735a33ac1,article,,Kingdom Hearts 3 Walkthrough: Get Every Treasure Chest in Olympus ,Don't miss a single treasure chest in Olympus by following along our walkthrough. ,2019-01-29T05:28:54+0000,kingdom-hearts-3-walkthrough-get-every-treasure-chest-in-olympus,Don't miss a single treasure chest in Olympus by following along our walkthrough. ,published,,,Casey DeFreitas,,game,kingdom-hearts-iii,ps4,https://assets1.ignimgs.com/2019/01/29/chestblogrollkh3-1548739684234_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/29/chestblogrollkh3-1548739684234_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/29/chestblogrollkh3-1548739684234_large.jpg,large,626.0,352.0
101,5c4f9b1be4b0775fa30cf590,article,,"Arrow Season 7, Episode 11: ""Past Sins"" Review","While there's some wasted potential in this episode, Arrow succeeds in crafting a very different take on an old team.",2019-01-29T03:35:31+0000,arrow-season-7-episode-11-past-sins-review,"While there's some wasted potential in this episode, Arrow succeeds in crafting a very different take on an old team.",published,,,Jesse Schedeen,,review,arrow,episode,https://assets1.ignimgs.com/2019/01/29/arr711b-0200b-1548720903224_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/29/arr711b-0200b-1548720903224_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/29/arr711b-0200b-1548720903224_large.jpg,large,626.0,352.0
102,5c4fb150e4b0775fa30cf5a7,article,,How Kingdom Hearts 3's First Major Decision Affects Your Stats,"The Power and Desire you choose permanently changes Sora's MP, HP, and Abilities. ",2019-01-29T01:50:07+0000,how-kingdom-hearts-3s-first-major-decision-affects-your-stats,"The Power and Desire you choose permanently changes Sora's MP, HP, and Abilities. ",published,,,Casey DeFreitas,,game,kingdom-hearts-iii,ps4,https://assets1.ignimgs.com/2019/01/29/kh3-desirepower-blogroll-1548726565683_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/29/kh3-desirepower-blogroll-1548726565683_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/29/kh3-desirepower-blogroll-1548726565683_large.jpg,large,626.0,352.0
103,5c4fb167e4b0c3a735a33abb,article,,Resident Evil 2 Remake: All Weapons and Weapon Mod Locations,See where to find the best weapons and how to upgrade them fully in Resident Evil 2 Remake.,2019-01-29T01:00:31+0000,resident-evil-2-remake-all-weapons-and-weapon-mod-locations,See where to find the best weapons and how to upgrade them fully in Resident Evil 2 Remake.,published,,,Brendan Graeber,,game,resident-evil-2,ps4,https://assets1.ignimgs.com/2019/01/18/rehorrorreduction-blogroll-1547771205314_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/18/rehorrorreduction-blogroll-1547771205314_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/18/rehorrorreduction-blogroll-1547771205314_large.jpg,large,626.0,352.0
104,5c4f952be4b0c3a735a33aa0,article,,Red Dead 2's End Credits Story Explained,There's a lot you missed if you skipped the end credits to Red Dead 2 - or even if you just weren't paying all that much attention.,2019-01-29T00:11:04+0000,red-dead-redemption-2s-end-credits-story-explained,There's a lot you missed if you skipped the end credits to Red Dead 2 - or even if you just weren't paying all that much attention.,published,,,Jon Ryan,,action,adventure,game,https://assets1.ignimgs.com/2019/01/29/rdr2-johnsadiearthur-1280-1548720783157_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/29/rdr2-johnsadiearthur-1280-1548720783157_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/29/rdr2-johnsadiearthur-1280-1548720783157_large.jpg,large,626.0,352.0
105,5c4f98e6e4b0b6ea190cbba4,article,,Aussies: Win a Double-Pass to See Alita: Battle Angel Early!,The big screen adaptation of the iconic cyberpunk manga is almost here.,2019-01-29T00:06:21+0000,aussies-win-a-double-pass-to-see-alita-battle-angel-early,The big screen adaptation of the iconic cyberpunk manga is almost here.,published,,,Cam Shea,,ign-au,ign-australia,,https://assets1.ignimgs.com/2019/01/29/alita-thumb-1548720635766_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/29/alita-thumb-1548720635766_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/29/alita-thumb-1548720635766_large.jpg,large,626.0,352.0
106,5c4de42de4b0775fa30cf49b,article,,"Ice Storm Challenges - Gold Ice Brutes, Elite Members","Here's how to identify the different Ice Brutes in Fortnite, including the glowing Elite Members and the elusive Gold Ice Brutes.",2019-01-29T00:00:35+0000,ice-storm-challenges-gold-ice-brutes-elite-members,"Here's how to identify the different Ice Brutes in Fortnite, including the glowing Elite Members and the elusive Gold Ice Brutes.",published,,,Michael Koczwara,,action,android,battle-royale,https://assets1.ignimgs.com/2019/01/27/s7chalingame11-1548608484426_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/27/s7chalingame11-1548608484426_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/27/s7chalingame11-1548608484426_large.jpg,large,626.0,352.0
107,5c4f8408e4b0c3a735a33a85,article,,"Invisible Man Remake in Works With Saw Co-Creator, Blumhouse",Saw co-creator Leigh Whannell is set to helm the new film under the Blumhouse Productions banner.,2019-01-28T23:49:13+0000,invisible-man-remake-in-works-with-saw-co-creator-blumhouse,Saw co-creator Leigh Whannell is set to helm the new film under the Blumhouse Productions banner.,published,,,Hope Corrigan,,news,adventure,dark-universe-the-invisible-man,https://assets1.ignimgs.com/2019/01/28/invisman-1548719296111_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/28/invisman-1548719296111_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/28/invisman-1548719296111_large.jpg,large,626.0,352.0
108,5c4f8937e4b0775fa30cf575,article,,Agents of SHIELD Season 6 Trailer Teases a New Coulson,"Marvel and ABC have dropped the first Agents of SHIELD Season 6 teaser trailer, which takes place after Phil Coulson's supposed death - but still manages to feature plenty of Coulson. ",2019-01-28T23:47:25+0000,agents-of-shield-season-6-trailer-teases-a-new-alive-coulson,"Marvel and ABC have dropped the first Agents of SHIELD Season 6 teaser trailer, which takes place after Phil Coulson's supposed death - but still manages to feature plenty of Coulson. ",published,,,Laura Prudom,,news,agents-of-shield,clark-gregg,https://assets1.ignimgs.com/2019/01/28/agents-of-shield-season-6-trailer-1548716128460_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/28/agents-of-shield-season-6-trailer-1548716128460_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/28/agents-of-shield-season-6-trailer-1548716128460_large.jpg,large,626.0,352.0
109,5c4f7d28e4b0775fa30cf560,article,,Is Harley Quinn Teasing a Batman Appearance in Birds of Prey?,A small piece of Harley Quinn's new outfit could be teasing Batman – or someone else.,2019-01-28T23:01:35+0000,is-harley-quinn-teasing-a-batman-appearance-in-birds-of-prey,A small piece of Harley Quinn's new outfit could be teasing Batman – or someone else.,published,,,Hope Corrigan,,news,birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn,character,https://assets1.ignimgs.com/2019/01/29/bop-harley-1stlook-1280-1548722982552_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/29/bop-harley-1stlook-1280-1548722982552_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/29/bop-harley-1stlook-1280-1548722982552_large.jpg,large,626.0,352.0
110,5c4f8240e4b0775fa30cf567,article,,C-3PO Actor Anthony Daniels Wraps Filming on Star Wars: Episode IX,"Anthony Daniels has finished his work on the upcoming Star Wars: Episode IX as C-3PO.
",2019-01-28T22:33:24+0000,c-3p0-actor-anthony-daniels-wraps-filming-on-star-wars-episode-ix,"Anthony Daniels has finished his work on the upcoming Star Wars: Episode IX as C-3PO.
",published,,,Colin Stevens,,news,action,anthony-daniels,https://assets2.ignimgs.com/2015/05/07/c3pojpg-a6e9a3_compact.jpg,compact,306,172,https://assets2.ignimgs.com/2015/05/07/c3pojpg-a6e9a3_medium.jpg,medium,466,262,https://assets2.ignimgs.com/2015/05/07/c3pojpg-a6e9a3_large.jpg,large,626.0,352.0
111,5c4f7731e4b0c3a735a33a79,article,,"Gaming PC Killer Deals, But Hurry",You don't have to zero out your bank account to get a powerful pre-built gaming PC. Just make sure to get these deals before they go away.,2019-01-28T22:11:08+0000,killer-deals-on-desktop-gaming-pcs,You don't have to zero out your bank account to get a powerful pre-built gaming PC. Just make sure to get these deals before they go away.,published,,,Chris Reed,,feature,shopping,us-shopping,https://assets1.ignimgs.com/2019/01/28/alienware-aurora-1548711505474_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/28/alienware-aurora-1548711505474_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/28/alienware-aurora-1548711505474_large.jpg,large,626.0,352.0
112,5c4f6f04e4b0c3a735a33a6d,article,,Black Panther Will Return to Theaters for One Week,Disney is bringing Black Panther back to theaters for one week to celebrate Black History Month...and all tickets will be free.,2019-01-28T21:45:36+0000,black-panther-will-return-to-theaters-for-one-week,Disney is bringing Black Panther back to theaters for one week to celebrate Black History Month...and all tickets will be free.,published,,,Jessie Wade,,news,amc-theaters,black-panther,https://assets1.ignimgs.com/2019/01/28/blackpantherpress-1548711505240_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/28/blackpantherpress-1548711505240_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/28/blackpantherpress-1548711505240_large.jpg,large,626.0,352.0
113,5c4e6e8ae4b0c3a735a339cf,article,,"Top Comics to Buy This Week: Fight Club 3 #1, Age of X-Man Alpha #1 and More",Fight Club gets another sequel and the Age of X-Man begins in this week's comic book lineup.,2019-01-28T21:37:21+0000,top-comics-to-buy-this-week-fight-club-3-1-age-of-x-man-alpha-1-and-more,Fight Club gets another sequel and the Age of X-Man begins in this week's comic book lineup.,published,,,Jesse Schedeen,,feature,action-comic,age-of-x-man-alpha-1,https://assets1.ignimgs.com/2019/01/28/scan-1-72-1548711138689_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/28/scan-1-72-1548711138689_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/28/scan-1-72-1548711138689_large.jpg,large,626.0,352.0
114,5c4f6287e4b0775fa30cf537,article,,"Total War: Three Kingdoms Hands-On: Intrigue, Brotherhood, and Story-Driven Drama in Ancient China",Crack open your history books and turn to page...,2019-01-28T21:22:21+0000,total-war-three-kingdoms-hands-on-intrigue-brotherhood-and-story-driven-drama-in-ancient-china,Crack open your history books and turn to page...,published,,,T.J. Hafer,,preview,creative-assembly,game,https://assets1.ignimgs.com/2019/01/28/threekingdoms-blogroll-01-1548706113214_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/28/threekingdoms-blogroll-01-1548706113214_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/28/threekingdoms-blogroll-01-1548706113214_large.jpg,large,626.0,352.0
115,5c4b48dde4b0c3a735a338e8,article,,Want to Win a Free Trip to LA for The Umbrella Academy Premiere?,Take the Umbrella Challenge and test your super speed for a chance to win.,2019-01-28T21:11:55+0000,want-to-win-a-free-trip-to-la-for-the-umbrella-academy-premiere,Take the Umbrella Challenge and test your super speed for a chance to win.,published,,,IGN STUDIOS,,advertorial,blogroll-promoted-ad,contest,https://assets1.ignimgs.com/2019/01/25/us-en-umbrellaacademy-1280x720-static-mlt-post-1548437392469_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/25/us-en-umbrellaacademy-1280x720-static-mlt-post-1548437392469_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/25/us-en-umbrellaacademy-1280x720-static-mlt-post-1548437392469_large.jpg,large,626.0,352.0
116,5c4f6de9e4b0c3a735a33a6b,article,,Former Head of Nintendo Indies Joins Xbox,"Damon Baker, former head of partner management at Nintendo of America, has officially joined Microsoft as the head of portfolio for Xbox.",2019-01-28T21:05:43+0000,former-head-of-nintendo-indies-joins-xbox,"Damon Baker, former head of partner management at Nintendo of America, has officially joined Microsoft as the head of portfolio for Xbox.",published,,,Colin Stevens,,news,damon-baker,independent,https://assets1.ignimgs.com/2015/11/17/controller-xbox-onejpg-9b3fd4_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2015/11/17/controller-xbox-onejpg-9b3fd4_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2015/11/17/controller-xbox-onejpg-9b3fd4_large.jpg,large,626.0,352.0
117,25900852908f208e56183ba3d36b04db,video,Resident Evil 2 Remake Walkthrough - Sewers (Part 14),,"IGN's Walkthrough and Guide for Resident Evil 2 Remake, featuring all items, upgrades, collectibles, and secrets along the way. In Part 14 of Leon's Story, Leon returns with all the electronic plugs to find a path to Ada, but must deal with the return of a terrifying enemy first.

For more guide help, see our Wiki Guide at https://www.ign.com/wikis/re2-remake",2019-01-28T21:00:00+0000,resident-evil-2-remake-walkthrough-sewers-part-14,"IGN's Walkthrough and Guide for Resident Evil 2 Remake, featuring all items, upgrades, collectibles, and secrets along the way. In Part 14 of Leon's Story, Leon returns with all the electronic plugs to find a path to Ada, but must deal with the return of a terrifying enemy first.

For more guide help, see our Wiki Guide at https://www.ign.com/wikis/re2-remake",published,727,none,,,guide,ps4,resident-evil-2,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/reguide14-1548709865190_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/reguide14-1548709865190_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/reguide14-1548709865190_large.jpg,large,626.0,352.0
118,25900852908f208e56183ba3d36b04db,video,Resident Evil 2 Remake Walkthrough - Sewers (Part 14),,"IGN's Walkthrough and Guide for Resident Evil 2 Remake, featuring all items, upgrades, collectibles, and secrets along the way. In Part 14 of Leon's Story, Leon returns with all the electronic plugs to find a path to Ada, but must deal with the return of a terrifying enemy first.

For more guide help, see our Wiki Guide at https://www.ign.com/wikis/re2-remake",2019-01-28T21:00:00+0000,resident-evil-2-remake-walkthrough-sewers-part-14,"IGN's Walkthrough and Guide for Resident Evil 2 Remake, featuring all items, upgrades, collectibles, and secrets along the way. In Part 14 of Leon's Story, Leon returns with all the electronic plugs to find a path to Ada, but must deal with the return of a terrifying enemy first.

For more guide help, see our Wiki Guide at https://www.ign.com/wikis/re2-remake",published,727,none,,,guide,ps4,resident-evil-2,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/reguide14-1548709865190_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/reguide14-1548709865190_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/reguide14-1548709865190_large.jpg,large,626.0,352.0
119,45d6557fb00ff5cf84f2ad5003b42697,video,Grudge Reboot Release Postponed Until 2020 - IGN News,,"Originally dated for June, the horror reboot will now open during the first weekend of 2020.",2019-01-28T20:58:00+0000,grudge-reboot-release-postponed-until-2020,"Originally dated for June, the horror reboot will now open during the first weekend of 2020.",published,42,IGN NEWS,,,entertainment,ign-news,ign,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/grudge-reboot-release-postponed-until-2020-1548709935115_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/grudge-reboot-release-postponed-until-2020-1548709935115_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/grudge-reboot-release-postponed-until-2020-1548709935115_large.jpg,large,626.0,352.0
120,f2847dde564526b9eac3a86fd64c18d4,video,"M&M's Super Bowl 53 Commercial: ""Lock Game"" ft. Christina Applegate",,Christina Applegate finds herself in a test of wills while shopping.,2019-01-28T20:51:00+0000,mms-super-bowl-53-commercial-lock-game-ft-christina-applegate,Christina Applegate finds herself in a test of wills while shopping.,published,15,none,,,trailer,super-bowl-xliii,episodes,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_large.jpg,large,626.0,352.0
121,f2847dde564526b9eac3a86fd64c18d4,video,"M&M's Super Bowl 53 Commercial: ""Lock Game"" ft. Christina Applegate",,Christina Applegate finds herself in a test of wills while shopping.,2019-01-28T20:51:00+0000,mms-super-bowl-53-commercial-lock-game-ft-christina-applegate,Christina Applegate finds herself in a test of wills while shopping.,published,15,none,,,trailer,super-bowl-xliii,episodes,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_large.jpg,large,626.0,352.0
122,f2847dde564526b9eac3a86fd64c18d4,video,"M&M's Super Bowl 53 Commercial: ""Lock Game"" ft. Christina Applegate",,Christina Applegate finds herself in a test of wills while shopping.,2019-01-28T20:51:00+0000,mms-super-bowl-53-commercial-lock-game-ft-christina-applegate,Christina Applegate finds herself in a test of wills while shopping.,published,15,none,,,trailer,super-bowl-xliii,episodes,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_large.jpg,large,626.0,352.0
123,f2847dde564526b9eac3a86fd64c18d4,video,"M&M's Super Bowl 53 Commercial: ""Lock Game"" ft. Christina Applegate",,Christina Applegate finds herself in a test of wills while shopping.,2019-01-28T20:51:00+0000,mms-super-bowl-53-commercial-lock-game-ft-christina-applegate,Christina Applegate finds herself in a test of wills while shopping.,published,15,none,,,trailer,super-bowl-xliii,episodes,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_large.jpg,large,626.0,352.0
124,f2847dde564526b9eac3a86fd64c18d4,video,"M&M's Super Bowl 53 Commercial: ""Lock Game"" ft. Christina Applegate",,Christina Applegate finds herself in a test of wills while shopping.,2019-01-28T20:51:00+0000,mms-super-bowl-53-commercial-lock-game-ft-christina-applegate,Christina Applegate finds herself in a test of wills while shopping.,published,15,none,,,trailer,super-bowl-xliii,episodes,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/2019/01/28/3-f2847dde564526b9eac3a86fd64c18d4-1548715824/frame_0000_large.jpg,large,626.0,352.0
125,88ef16b7787969da54ca3954ddf737ac,video,"BioWare Details Anthem Changes, Fixes After VIP Demo - IGN News",,"Following last weekend’s VIP demo of Anthem, BioWare has detailed changes and fixes that are coming to its open demo this weekend.",2019-01-28T20:35:00+0000,bioware-details-anthem-changes-fixes-after-vip-demo,"Following last weekend’s VIP demo of Anthem, BioWare has detailed changes and fixes that are coming to its open demo this weekend.",published,54,IGN NEWS,,,games,gaming,ign,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/bioware-details-anthem-changes-fixes-after-vip-demo-1548708604728_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/bioware-details-anthem-changes-fixes-after-vip-demo-1548708604728_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/bioware-details-anthem-changes-fixes-after-vip-demo-1548708604728_large.jpg,large,626.0,352.0
