,content_id,content_type,title,headline,description,publish_date,slug,description,state,duration,video_series,author_1,author_2,tag_1,tag_2,tag_3,thumbnail_1_URL,thumbnail_1_size,thumbnail_1_width,thumbnail_1_height,thumbnail_2_URL,thumbnail_2_size,thumbnail_2_width,thumbnail_2_height,thumbnail_3_URL,thumbnail_3_size,thumbnail_3_width,thumbnail_3_height
155,2ae4a31b962c594bedc2ecf3141ed7f0,video,DRAGON BALL FighterZ - FighterZ Pass 2 Announcement Trailer,,Four of the six characters that will be joining the Dragon Ball FighterZ roster in its second season have been announced.,2019-01-28T14:17:00+0000,dragon-ball-fighterz-fighterz-pass-2-announcement-trailer,Four of the six characters that will be joining the Dragon Ball FighterZ roster in its second season have been announced.,published,231,none,,,trailer,xbox-one,dragon-ball-fighterz,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/dbfighterzthumb-1548684977040_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/dbfighterzthumb-1548684977040_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/dbfighterzthumb-1548684977040_large.jpg,large,626.0,352.0
156,96d3e5eba1dec0d38eab8a351d1a69e7,video,DRAGON BALL GAME – PROJECT Z: Announcement Trailer,,"An all new Dragon Ball Z Action RPG is headed to PlayStation 4, Xbox One, and PC in 2019.",2019-01-28T14:11:00+0000,dragon-ball-game-project-z-announcement-trailer,"An all new Dragon Ball Z Action RPG is headed to PlayStation 4, Xbox One, and PC in 2019.",published,131,none,,,trailer,ps4,dragon-ball-game-project-z,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/dragonballprojectzthumb-1548684632084_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/dragonballprojectzthumb-1548684632084_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/dragonballprojectzthumb-1548684632084_large.jpg,large,626.0,352.0
157,2dd04d9f95618f748bf158e363b42ceb,video,Cold Pursuit - Micro-Review,,Liam Neeson's darkly funny action movie plays like his farewell to the revenge thriller genre.,2019-01-28T14:00:00+0000,cold-pursuit-micro-review,Liam Neeson's darkly funny action movie plays like his farewell to the revenge thriller genre.,published,55,none,,,cold-pursuit,taken,liam-neeson,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/25/36190303cold-pursuit-poster1-15477687706901280w-1548467404843_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/25/36190303cold-pursuit-poster1-15477687706901280w-1548467404843_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/25/36190303cold-pursuit-poster1-15477687706901280w-1548467404843_large.jpg,large,626.0,352.0
158,f8f1a79c3d6caa3cf657f68a22d2ea88,video,How To Train Your Dragon: The Hidden World - The Evolution of Berk,,Check out how the Isle of Berk has evolved over the course of the How to Train Your Dragon trilogy.,2019-01-28T11:00:00+0000,how-to-train-your-dragon-the-hidden-world-the-evolution-of-berk,Check out how the Isle of Berk has evolved over the course of the How to Train Your Dragon trilogy.,published,211,none,,,feature,how-to-train-your-dragon-the-hidden-world,movie,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/evolutionofberkblogroll-1548669074383_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/evolutionofberkblogroll-1548669074383_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/28/evolutionofberkblogroll-1548669074383_large.jpg,large,626.0,352.0
159,75975fb537f6685e3c08e7d1e5417efa,video,The Lego Movie 2: The Second Part Review,,"A vibrant, likable sequel that's just a little too ambitious for its own good.",2019-01-26T22:00:00+0000,the-lego-movie-2-the-second-part-review,"A vibrant, likable sequel that's just a little too ambitious for its own good.",published,207,IGN Movie Reviews,,,the-lego-movie-2,the-lego-movie,lego-movies,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/25/legomovie2blogroll-1548467221777_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/25/legomovie2blogroll-1548467221777_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/25/legomovie2blogroll-1548467221777_large.jpg,large,626.0,352.0
160,79f16a4beb758dd409ca65c8367de688,video,Days Gone's Smart Twist on Zombie Enemies - Beyond Highlight,,"After seeing Days Gone at PAX South, IGN's PlayStation show breaks down why the PS4 exclusive's freaker hordes make for such an interesting enemy.",2019-01-26T20:00:00+0000,days-gones-smart-twist-on-zombie-enemies-beyond-highlight,"After seeing Days Gone at PAX South, IGN's PlayStation show breaks down why the PS4 exclusive's freaker hordes make for such an interesting enemy.",published,698,Podcast Beyond,,,playstation-4,sony,sony-bend,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/25/beyond-daysgonebreakout-1548438925403_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/25/beyond-daysgonebreakout-1548438925403_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/25/beyond-daysgonebreakout-1548438925403_large.jpg,large,626.0,352.0
161,0ba8d9d02d1aa7973a4dd0778ea89710,video,"Extremely Wicked, Shockingly Evil and Vile - Teaser Trailer",,Zac Efron portrays the notorious serial killer Ted Bundy.,2019-01-26T17:00:00+0000,extremely-wicked-shockingly-evil-and-vile-teaser-trailer,Zac Efron portrays the notorious serial killer Ted Bundy.,published,92,none,,,movies,zac-efron,extremely-wicked,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/26/efron-bundy-1280a-1548522924472_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/26/efron-bundy-1280a-1548522924472_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/26/efron-bundy-1280a-1548522924472_large.jpg,large,626.0,352.0
162,d79ab417ec0d938d82f8305751ea1a67,video,What's Leaving Netflix in Feb 2019,,Netflix has released its Last Call list for February. This is what you have to binge before the end of the month! ,2019-01-26T16:00:00+0000,whats-leaving-netflix-in-feb-2019,Netflix has released its Last Call list for February. This is what you have to binge before the end of the month! ,published,181,none,,,netflix,whats-leaving-netflix,leaving-netflix,,,,,,,,,,,,
163,5c48ca5ee4b0b6ea190cb856,article,,"Sale: Preorder Resident Evil 2, The Division 2, More on PC for Under $50","Don't pay more than you have to for upcoming PC games like Tom Clancy's The Division 2, Far Cry: New Dawn, Resident Evil 2 Remaster, and more.",2019-01-26T03:00:17+0000,sale-preorder-resident-evil-2-the-division-2-and-more-on-pc-for-under-50,"Don't pay more than you have to for upcoming PC games like Tom Clancy's The Division 2, Far Cry: New Dawn, Resident Evil 2 Remaster, and more.",published,,,Chris Reed,,feature,shopping,us-shopping,https://assets1.ignimgs.com/2018/12/03/feature-residentevil2preview-20181129-1543805846081_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2018/12/03/feature-residentevil2preview-20181129-1543805846081_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2018/12/03/feature-residentevil2preview-20181129-1543805846081_large.jpg,large,626.0,352.0
164,5c4bcce9e4b0775fa30cf475,article,,How to Invite Your Friends to the Anthem VIP Demo,"If you have access to the Anthem VIP Demo, there’s a good chance you can get three of your friends in too.",2019-01-26T02:58:48+0000,how-to-invite-your-friends-to-the-anthem-vip-demo,"If you have access to the Anthem VIP Demo, there’s a good chance you can get three of your friends in too.",published,,,IGN Staff,,game,anthem,ps4,https://assets1.ignimgs.com/2019/01/26/anthemfriends-1548469197429_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/26/anthemfriends-1548469197429_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/26/anthemfriends-1548469197429_large.jpg,large,626.0,352.0
166,5c4bbbb2e4b0775fa30cf471,article,,Official Pokémon Dress Shirts Come in Styles for All 151 Original Pokémon,We checked out Japanese apparel maker Original Stitch’s collection of customizable dress shirts based on the original 151 Pokémon.,2019-01-26T01:50:25+0000,official-pokemon-dress-shirts-come-in-styles-for-all-151-original-pokemon,We checked out Japanese apparel maker Original Stitch’s collection of customizable dress shirts based on the original 151 Pokémon.,published,,,Esra Krabbe ,,news,eevee,game,https://assets1.ignimgs.com/2019/01/26/os-main-1548467090813_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/26/os-main-1548467090813_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/26/os-main-1548467090813_large.jpg,large,626.0,352.0
167,5c4b64d9e4b0b6ea190cb9ea,article,,Who Is Now Making Metroid Prime 4 at Retro Studios?,We set out to discover just how much of Retro Studios' core team is still intact since it last shipped a Metroid Prime game in 2007.,2019-01-26T01:14:22+0000,who-is-now-making-metroid-prime-4-at-retro-studios,We set out to discover just how much of Retro Studios' core team is still intact since it last shipped a Metroid Prime game in 2007.,published,,,Jordan Sirani,,news,game,inc,https://assets2.ignimgs.com/2013/08/09/metroidjpg-e938fe_compact.jpg,compact,306,172,https://assets2.ignimgs.com/2013/08/09/metroidjpg-e938fe_medium.jpg,medium,466,262,https://assets2.ignimgs.com/2013/08/09/metroidjpg-e938fe_large.jpg,large,626.0,352.0
168,5c4ba92ae4b0b6ea190cba7e,article,,GameStop Cancels Kingdom Hearts 3 PS4 Pro Preorders After Stock Issue,"Some fans, excited for the impending release of Kingdom Hearts 3, have had their limited edition KH3 PS4 Pro console preorders canceled by GameStop due to a stocking issue.",2019-01-26T00:46:58+0000,gamestop-cancels-kingdom-hearts-3-ps4-pro-preorders-after-stock-issue,"Some fans, excited for the impending release of Kingdom Hearts 3, have had their limited edition KH3 PS4 Pro console preorders canceled by GameStop due to a stocking issue.",published,,,Brian Barnett,,news,action,game,https://assets1.ignimgs.com/2018/12/14/kingdom-hearts-3-ps4-pro-1-1544798340095_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2018/12/14/kingdom-hearts-3-ps4-pro-1-1544798340095_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2018/12/14/kingdom-hearts-3-ps4-pro-1-1544798340095_large.jpg,large,626.0,352.0
169,5c4b8313e4b0c3a735a33925,article,,Metroid Prime 4 and Other Games That Rebooted and Passed Hands,"With the news that Metroid Prime 4 has been rebooted with the help of Retro Studios, we compiled a list of seven games that have famously been rebooted and passed hands during development.",2019-01-26T00:36:22+0000,metroid-prime-4-and-other-games-that-rebooted-and-passed-hands,"With the news that Metroid Prime 4 has been rebooted with the help of Retro Studios, we compiled a list of seven games that have famously been rebooted and passed hands during development.",published,,,Colin Stevens,,news,2k-games,3d-realms,https://assets2.ignimgs.com/2015/06/17/metroidprime1280jpg-dff37a1280wjpg-a57744_compact.jpg,compact,306,172,https://assets2.ignimgs.com/2015/06/17/metroidprime1280jpg-dff37a1280wjpg-a57744_medium.jpg,medium,466,262,https://assets2.ignimgs.com/2015/06/17/metroidprime1280jpg-dff37a1280wjpg-a57744_large.jpg,large,626.0,352.0
170,5c4ba541e4b0c3a735a3396c,article,,IGN Is Looking to Add to Its Team of Volunteer Moderators,Are you looking for an opportunity to do serve our awesome community?,2019-01-26T00:18:45+0000,ign-is-looking-to-add-to-its-team-of-volunteer-moderators,Are you looking for an opportunity to do serve our awesome community?,published,,,Alex Osborn,,novideo,,,https://assets1.ignimgs.com/2019/01/26/ignhiring-2-1280-1548461321017_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/26/ignhiring-2-1280-1548461321017_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/26/ignhiring-2-1280-1548461321017_large.jpg,large,626.0,352.0
171,5c4b59dbe4b0c3a735a33908,article,,"UPDATE: Anthem Demo Server Issues Fixed on PC, PS4, EA Still Working on Xbox One","UPDATE: EA has addressed server issues on PC and PS4, with Xbox One fixes still in the works.",2019-01-26T00:10:30+0000,ea-working-to-fix-anthem-demo-server-issues,"UPDATE: EA has addressed server issues on PC and PS4, with Xbox One fixes still in the works.",published,,,Colin Stevens,,news,anthem,bioware,https://assets1.ignimgs.com/2019/01/22/anthemdemo-blogroll-1548187941349_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/22/anthemdemo-blogroll-1548187941349_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/22/anthemdemo-blogroll-1548187941349_large.jpg,large,626.0,352.0
172,5c4ba200e4b0b6ea190cba5f,article,,Warner Bros. Announces Next Christopher Nolan Movie Coming July 2020,The next Christopher Nolan movie set to be an event film out in 2020.,2019-01-26T00:09:39+0000,warner-bros-announces-next-christopher-nolan-movie-coming-july-2020,The next Christopher Nolan movie set to be an event film out in 2020.,published,,,Hope Corrigan,,news,christopher-nolan,company,https://assets2.ignimgs.com/2013/08/06/christopher-nolan-batsignal-1280jpg-88229d_compact.jpg,compact,306,172,https://assets2.ignimgs.com/2013/08/06/christopher-nolan-batsignal-1280jpg-88229d_medium.jpg,medium,466,262,https://assets2.ignimgs.com/2013/08/06/christopher-nolan-batsignal-1280jpg-88229d_large.jpg,large,626.0,352.0
173,5c4b9df3e4b0b6ea190cba49,article,,Nintendo's Honesty Around Metroid Prime 4 Sets An Important Standard,Everyone benefits from Nintendo's unexpected transparency around Metroid 4 – especially fans.,2019-01-26T00:09:39+0000,nintendos-honesty-around-metroid-prime-4-sets-an-important-standard,Everyone benefits from Nintendo's unexpected transparency around Metroid 4 – especially fans.,published,,,Lucy O'Brien,,feature,game,inc,https://assets1.ignimgs.com/2019/01/26/g7pxl23-1548461318376_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/26/g7pxl23-1548461318376_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/26/g7pxl23-1548461318376_large.jpg,large,626.0,352.0
174,5c4b942ee4b0b6ea190cba30,article,,How Spelunky Creator Derek Yu Ended Up Creating Games — Humans Who Make Games Episode 2,"The second episode of Humans Who Make Games podcast features Derek Yu, where he talks about his journey into game design and the things that inspire him to create deeper.",2019-01-25T23:46:27+0000,how-spelunky-creator-derek-yu-ended-up-creating-games-a-humans-who-make-games-episode-2,"The second episode of Humans Who Make Games podcast features Derek Yu, where he talks about his journey into game design and the things that inspire him to create deeper.",published,,,Jessie Wade,,news,adventure,ambrosia-software,https://assets1.ignimgs.com/2013/08/06/spelunky0806131280jpg-e935ab_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2013/08/06/spelunky0806131280jpg-e935ab_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2013/08/06/spelunky0806131280jpg-e935ab_large.jpg,large,626.0,352.0
175,5c0da0b3e4b0c3a735a31684,article,,Aussies: Vote for the Best Games of 2018!,Tell us your top picks of the year.,2019-01-25T23:45:22+0000,aussies-vote-for-the-best-games-of-2018,Tell us your top picks of the year.,published,,,Cam Shea,,ign-au,ign-australia,,https://assets1.ignimgs.com/2018/12/16/ignau2018awards-blogroll-1545004369291_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2018/12/16/ignau2018awards-blogroll-1545004369291_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2018/12/16/ignau2018awards-blogroll-1545004369291_large.jpg,large,626.0,352.0
176,5c4b9be6e4b0c3a735a33944,article,,"Jay and Silent Bob Reboot Gets Green Light, Official Start Date","The Jay and Silent Bob reboot has officially received the green light, and shooting is set to begin late next month.",2019-01-25T23:41:55+0000,jay-and-silent-bob-reboot-gets-green-light-official-start-date,"The Jay and Silent Bob reboot has officially received the green light, and shooting is set to begin late next month.",published,,,Brian Barnett,,news,comedy,jay-and-silent-bob-reboot,https://assets1.ignimgs.com/2019/01/25/jay-and-silent-bob-green-light-header-1548458723255_compact.png,compact,306,172,https://assets1.ignimgs.com/2019/01/25/jay-and-silent-bob-green-light-header-1548458723255_medium.png,medium,466,262,https://assets1.ignimgs.com/2019/01/25/jay-and-silent-bob-green-light-header-1548458723255_large.png,large,626.0,352.0
177,5c4b8be7e4b0b6ea190cba20,article,,Fortnite: Changes Are on the Way for V-Bucks Llamas,Epic puts a limit on the number of V-Bucks Llamas you can open per day.,2019-01-25T23:29:32+0000,fortnite-changes-are-on-the-way-for-v-bucks-llamas,Epic puts a limit on the number of V-Bucks Llamas you can open per day.,published,,,Shabana Arif,,news,action,android,https://assets1.ignimgs.com/2018/07/09/thumbllama-1531160159428_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2018/07/09/thumbllama-1531160159428_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2018/07/09/thumbllama-1531160159428_large.jpg,large,626.0,352.0
178,5c4b90c2e4b0c3a735a33932,article,,Pokémon Detective Pikachu Sequel in Development With 22 Jump Street Writer,"Legendary has already begun development on a sequel to Detective Pikachu, and 22 Jump Street writer, Oren Uziel, is set to write the script.",2019-01-25T22:55:28+0000,pokemon-detective-pikachu-sequel-in-development-with-22-jump-street-writer,"Legendary has already begun development on a sequel to Detective Pikachu, and 22 Jump Street writer, Oren Uziel, is set to write the script.",published,,,Brian Barnett,,news,family,legendary-pictures,https://assets1.ignimgs.com/2018/11/12/det-pikachu-1542063897299_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2018/11/12/det-pikachu-1542063897299_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2018/11/12/det-pikachu-1542063897299_large.jpg,large,626.0,352.0
179,5c4b8bc8e4b0c3a735a3392c,article,,Here Are Kingdom Hearts 3's Streaming Rules,Kingdom Hearts 3 has some streaming restrictions players should know before jumping in.,2019-01-25T22:47:35+0000,here-are-kingdom-hearts-3s-streaming-rules,Kingdom Hearts 3 has some streaming restrictions players should know before jumping in.,published,,,Jonathon Dornbush,,news,action,game,https://assets2.ignimgs.com/2014/09/16/kh30915141280jpg-b9946b_compact.jpg,compact,306,172,https://assets2.ignimgs.com/2014/09/16/kh30915141280jpg-b9946b_medium.jpg,medium,466,262,https://assets2.ignimgs.com/2014/09/16/kh30915141280jpg-b9946b_large.jpg,large,626.0,352.0
180,5c4b820de4b0775fa30cf407,article,,Slay the Spire Review,"Slay the Spire takes some of the best parts of deckbuilding games, roguelikes, and dungeon crawlers, and mixes them into a wholly new and extremely satisfying package.",2019-01-25T22:21:15+0000,slay-the-spire-review,"Slay the Spire takes some of the best parts of deckbuilding games, roguelikes, and dungeon crawlers, and mixes them into a wholly new and extremely satisfying package.",published,,,Tom Marks,,review,battle,card,https://assets1.ignimgs.com/2019/01/25/slaythespire-blogroll-1548452046456_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/25/slaythespire-blogroll-1548452046456_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/25/slaythespire-blogroll-1548452046456_large.jpg,large,626.0,352.0
181,5c4b61e5e4b0775fa30cf3e8,article,,Resident Evil 2: The Story So Far,"If you're playing Resident Evil 2 for the first time and want to know what the Resident Evil story is so far, we're here to catch you up.",2019-01-25T21:51:36+0000,resident-evil-2-the-story-so-far,"If you're playing Resident Evil 2 for the first time and want to know what the Resident Evil story is so far, we're here to catch you up.",published,,,Chloi Rad,Lucy O'Brien,feature,action,adventure,https://assets1.ignimgs.com/2019/01/11/beyond-re2remake-blogroll-1547227338753_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/11/beyond-re2remake-blogroll-1547227338753_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/11/beyond-re2remake-blogroll-1547227338753_large.jpg,large,626.0,352.0
183,5c4b725fe4b0b6ea190cb9fa,article,,Roman Reigns to Star with The Rock in Fast &amp; Furious Spin-Off,The Rock announced that the part of Hobbs' brother in the Fast and the Furious spin-off will be played by WWE Superstar Roman Reigns. ,2019-01-25T21:00:31+0000,roman-reigns-to-star-with-the-rock-in-fast-furious-spin-off,The Rock announced that the part of Hobbs' brother in the Fast and the Furious spin-off will be played by WWE Superstar Roman Reigns. ,published,,,Matt Fowler,,news,action,crime,https://assets1.ignimgs.com/2015/12/13/tlunnamedjpg-c73401_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2015/12/13/tlunnamedjpg-c73401_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2015/12/13/tlunnamedjpg-c73401_large.jpg,large,626.0,352.0
184,5c41e983e4b0b6ea190cb56d,article,,Our Favorite Calvin &amp; Hobbes Crime Parody Returns (Spencer &amp; Locke 2 #1 Review),"The series that combined Calvin &amp; Hobbes and detective noir returns for a sequel, but does it live up to the original?",2019-01-25T20:59:51+0000,our-favorite-calvin-hobbes-crime-parody-returns-spencer-locke-2-1-review,"The series that combined Calvin &amp; Hobbes and detective noir returns for a sequel, but does it live up to the original?",published,,,Jesse Schedeen,,review,book,spencer-and-locke-2-1,https://assets1.ignimgs.com/2019/01/25/spencer--locke-2-cover-variant-embed-2-1548435205538_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/25/spencer--locke-2-cover-variant-embed-2-1548435205538_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/25/spencer--locke-2-cover-variant-embed-2-1548435205538_large.jpg,large,626.0,352.0
185,5c4a1650e4b0b6ea190cb912,article,,We're Streaming Two Hours of the Resident Evil 2 Remake on IGN Plays Live,We're heading back into the Raccoon City Police Station for two hours of Resident Evil 2 on IGN Plays Live.,2019-01-25T20:05:57+0000,were-streaming-two-hours-of-the-resident-evil-2-remake-on-ign-plays-live,We're heading back into the Raccoon City Police Station for two hours of Resident Evil 2 on IGN Plays Live.,published,,,Mitchell-IGN,,action,adventure,game,https://assets1.ignimgs.com/2019/01/24/ignplayslive-re2-blogroll-1548359220513_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/24/ignplayslive-re2-blogroll-1548359220513_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/24/ignplayslive-re2-blogroll-1548359220513_large.jpg,large,626.0,352.0
186,5c4b5dbce4b0c3a735a3390b,article,,Resident Evil 2: All Key Item Locations in the Police Station,"See where to find the 3 emblems, the Red Jewel, and important keys in the Resident Evil 2 Remake.",2019-01-25T19:04:28+0000,resident-evil-2-all-key-item-locations-in-the-police-station,"See where to find the 3 emblems, the Red Jewel, and important keys in the Resident Evil 2 Remake.",published,,,Brendan Graeber,,game,resident-evil-2,ps4,https://assets1.ignimgs.com/2019/01/25/keyitems-1548443027829_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/25/keyitems-1548443027829_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/25/keyitems-1548443027829_large.jpg,large,626.0,352.0
187,5c47defbe4b0c3a735a33693,article,,Opinion: Marvel Studios Needs to Reboot the Punisher,"With the future of Netflix's Punisher uncertain, we explore why Marvel needs to give the character a fresh start in the MCU.",2019-01-25T18:48:10+0000,opinion-marvel-studios-needs-to-reboot-the-punisher,"With the future of Netflix's Punisher uncertain, we explore why Marvel needs to give the character a fresh start in the MCU.",published,,,Jesse Schedeen,,feature,action-adventure,character,https://assets2.ignimgs.com/2015/06/09/puunnamedjpg-479502_compact.jpg,compact,306,172,https://assets2.ignimgs.com/2015/06/09/puunnamedjpg-479502_medium.jpg,medium,466,262,https://assets2.ignimgs.com/2015/06/09/puunnamedjpg-479502_large.jpg,large,626.0,352.0
188,5c1c250ce4b0c3a735a326fe,article,,The Best Photo Printers for 2019,"Sharing your photos in the digital space is all well and good, but when you snap that perfect shot, you're going to want to show it off as a print.",2019-01-25T18:44:29+0000,the-best-photo-printers-for-2019,"Sharing your photos in the digital space is all well and good, but when you snap that perfect shot, you're going to want to show it off as a print.",published,,,Whitson Gordon,,feature,pc,lifestyle,https://assets1.ignimgs.com/2019/01/25/printerroundup-blogroll-1548437185077_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/25/printerroundup-blogroll-1548437185077_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/25/printerroundup-blogroll-1548437185077_large.jpg,large,626.0,352.0
189,5c4b4840e4b0c3a735a338e6,article,,"WhatsApp, Facebook Messenger and Instagram Messages to Merge Functionality","Facebook CEO Mark Zuckerberg plans to merge Facebook Messenger, WhatsApp and Instagram’s messaging functionality so users will be able to message between these apps.",2019-01-25T18:16:32+0000,whatsapp-facebook-messenger-and-instagram-messages-to-merge-functionality,"Facebook CEO Mark Zuckerberg plans to merge Facebook Messenger, WhatsApp and Instagram’s messaging functionality so users will be able to message between these apps.",published,,,Colin Stevens,,news,facebook,instagram,https://assets1.ignimgs.com/2019/01/25/facebook-1548438471822_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/25/facebook-1548438471822_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/25/facebook-1548438471822_large.jpg,large,626.0,352.0
190,5c4a4daee4b0775fa30cf354,article,,Secret Origin of Resident Evil Repromo,,2019-01-25T18:00:43+0000,secret-origin-of-resident-evil-repromo,,published,,,Chloi Rad,,feature,,,https://assets1.ignimgs.com/2019/01/24/secretoriginsofresidentevil1280-1-1485280437669-1548373386338_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/24/secretoriginsofresidentevil1280-1-1485280437669-1548373386338_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/24/secretoriginsofresidentevil1280-1-1485280437669-1548373386338_large.jpg,large,626.0,352.0
191,5c4b42cce4b0775fa30cf3c9,article,,Great Deals on Xbox One Console Bundles Available Now,Anyone in the market for an Xbox One X or Xbox One S game console can get a nice deal right now.,2019-01-25T17:48:54+0000,great-deals-on-xbox-one-console-bundles-available-now,Anyone in the market for an Xbox One X or Xbox One S game console can get a nice deal right now.,published,,,Chris Reed,,feature,game,hardware,https://assets1.ignimgs.com/2017/10/24/xboxonex-1508889579484_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2017/10/24/xboxonex-1508889579484_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2017/10/24/xboxonex-1508889579484_large.jpg,large,626.0,352.0
192,5c4b28d3e4b0775fa30cf3b2,article,,"Daily Deals: Preorder Kingdom Hearts III, Get $10 Amazon Credit","New 2019 Slim and Light Alienware m15 Intel Core i7-8750H GeForce GTX 1070 Laptop for $1342, 21% off Resident Evil 2 for PC, Futurama Complete Series in Digital HD for $24.99, and More.",2019-01-25T17:42:16+0000,daily-deals-preorder-kingdom-hearts-iii-get-10-amazon-credit-2,"New 2019 Slim and Light Alienware m15 Intel Core i7-8750H GeForce GTX 1070 Laptop for $1342, 21% off Resident Evil 2 for PC, Futurama Complete Series in Digital HD for $24.99, and More.",published,,,Eric Song,IGN Staff,daily-deals,novideo,tech,https://assets1.ignimgs.com/2019/01/25/blogroll-0125-1548437529858_compact.jpg,compact,306,172,https://assets1.ignimgs.com/2019/01/25/blogroll-0125-1548437529858_medium.jpg,medium,466,262,https://assets1.ignimgs.com/2019/01/25/blogroll-0125-1548437529858_large.jpg,large,626.0,352.0
193,d817132351ddae136c9d340e677f291d,video,Resident Evil 2 Collector's Edition Unboxing,,There's no inventory management in the Resident Evil 2 Collector's Edition Box so they crammed it full of some cool stuff. Check out this unboxing.,2019-01-25T17:30:00+0000,resident-evil-2-collectors-edition-unboxing,There's no inventory management in the Resident Evil 2 Collector's Edition Box so they crammed it full of some cool stuff. Check out this unboxing.,published,156,IGN Unboxing,,,gaming,ign,ign-news,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/24/re2ceignthumb-1548394113902_compact.jpg,compact,306,172,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/24/re2ceignthumb-1548394113902_medium.jpg,medium,466,262,https://assets1.ignimgs.com/thumbs/userUploaded/2019/1/24/re2ceignthumb-1548394113902_large.jpg,large,626.0,352.0
